image_path,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,label
01_TUMOR/tumor (592).tif,2054,903,1151,17.0,87.36212624584718,34.0,129.83579496090357,144.244135534318,14.408340573414423,145.0,15,290,235,195,71,49,31,17,0,375,0,17,206,345,313,79,70,114,7,504,2202,999,1203,4.0,44.83983983983984,13.0,79.28512053200332,91.71986699916874,12.43474646716542,145.0,411,416,82,28,31,18,10,3,0,305,37,514,398,72,37,39,49,57,0,462,2222,985,1237,30.0,98.23147208121827,46.0,133.56022635408246,145.72837510105094,12.168148746968471,120.0,1,77,421,308,73,47,42,16,0,343,0,6,70,549,327,76,83,126,0,484,1
01_TUMOR/tumor (593).tif,2223,945,1278,22.0,104.00740740740741,35.0,142.60641627543035,153.12910798122067,10.522691705790297,129.0,3,94,252,250,283,52,7,4,0,358,0,6,73,276,426,327,109,58,3,462,2412,1022,1390,2.0,39.842465753424655,16.0,68.27985611510792,76.98992805755395,8.710071942446044,146.0,373,518,109,18,3,0,1,0,0,293,38,568,593,99,46,34,10,2,0,403,2426,1036,1390,34.0,90.11486486486487,42.0,118.85323741007194,127.80935251798562,8.95611510791367,110.0,0,71,460,438,56,9,2,0,0,342,0,2,110,770,363,85,51,9,0,439,1
01_TUMOR/tumor (594).tif,1507,681,826,23.0,67.83847283406755,46.0,102.27602905569007,113.76997578692495,11.493946731234868,154.0,12,418,155,33,20,7,6,30,0,229,0,45,441,176,48,30,19,57,10,318,2107,965,1142,0.0,16.392746113989638,8.0,32.829246935201404,38.4614711033275,5.632224168126094,134.0,904,28,8,2,3,2,3,15,0,114,902,147,34,8,7,4,0,40,0,191,1705,783,922,16.0,49.593869731800766,33.0,72.55097613882863,79.66702819956616,7.116052060737527,130.0,52,632,54,16,5,3,2,19,0,136,0,520,264,57,20,7,4,50,0,224,1
01_TUMOR/tumor (595).tif,1359,592,767,22.0,73.45945945945945,41.0,111.34028683181225,120.90352020860496,9.563233376792699,116.0,10,198,243,109,28,4,0,0,0,239,0,23,184,281,204,53,20,2,0,228,1792,800,992,0.0,21.32125,9.0,40.215725806451616,46.359879032258064,6.144153225806452,104.0,648,146,6,0,0,0,0,0,0,165,300,604,76,8,4,0,0,0,0,181,1667,732,935,32.0,67.28005464480874,44.0,90.00213903743315,96.69304812834224,6.6909090909090905,95.0,0,257,429,41,5,0,0,0,0,193,0,29,479,372,45,10,0,0,0,209,1
01_TUMOR/tumor (596).tif,1677,734,943,22.0,79.34332425068119,38.0,113.78791092258749,121.83669141039236,8.048780487804878,75.0,5,384,152,93,25,15,10,50,0,181,0,94,355,192,119,26,21,121,15,262,1817,785,1032,8.0,44.593630573248404,23.0,72.2984496124031,79.23934108527132,6.940891472868217,71.0,431,238,53,12,5,6,4,36,0,158,72,567,223,29,19,8,9,105,0,232,1873,815,1058,48.0,98.29325153374234,69.0,126.53308128544424,133.62759924385634,7.094517958412098,69.0,0,19,476,193,46,17,10,54,0,174,0,0,209,463,170,40,28,147,1,264,1
01_TUMOR/tumor (597).tif,1608,698,910,18.0,88.78080229226362,46.0,148.45604395604394,164.26373626373626,15.807692307692308,148.0,8,191,225,151,66,25,12,17,3,282,0,7,82,216,246,146,63,79,71,394,1934,897,1037,0.0,22.94983277591973,9.0,60.50048216007715,71.72806171648988,11.22757955641273,209.0,715,151,23,2,2,1,0,3,0,187,235,522,133,39,15,21,18,54,0,322,1778,776,1002,18.0,61.19845360824742,39.0,104.9001996007984,116.46906187624751,11.568862275449101,165.0,10,450,245,50,11,7,0,3,0,237,0,73,437,258,92,35,35,72,0,346,1
01_TUMOR/tumor (598).tif,1754,758,996,18.0,76.58970976253298,34.0,119.28714859437751,130.08132530120483,10.79417670682731,169.0,30,352,152,122,37,24,24,17,0,247,0,96,264,253,154,45,68,112,4,330,2043,926,1117,0.0,18.408207343412528,8.0,43.62667860340197,51.41539838854074,7.788719785138764,201.0,811,81,16,5,3,4,1,5,0,122,589,373,45,22,23,18,19,28,0,260,1812,796,1016,17.0,55.28391959798995,35.0,86.80708661417323,95.44685039370079,8.63976377952756,168.0,50,527,157,25,18,7,9,3,0,173,0,285,469,103,39,39,43,38,0,283,1
01_TUMOR/tumor (599).tif,1830,798,1032,23.0,82.95614035087719,44.0,122.82945736434108,134.1375968992248,11.30813953488372,124.0,8,214,289,182,78,19,6,2,0,316,0,6,172,373,313,85,50,24,9,383,2130,939,1191,0.0,26.492012779552716,11.0,50.74811083123426,59.21746431570109,8.469353484466835,182.0,653,263,17,6,0,0,0,0,0,239,152,825,130,36,28,12,2,6,0,313,2076,930,1146,34.0,76.04838709677419,40.0,103.8760907504363,112.78534031413612,8.909249563699825,139.0,0,179,578,143,23,4,2,1,0,269,0,7,378,584,91,47,26,13,0,348,1
01_TUMOR/tumor (6).tif,1713,742,971,20.0,61.4811320754717,40.0,112.173017507724,130.0411946446962,17.868177136972193,170.0,39,383,227,75,14,1,2,1,0,308,0,54,217,358,217,85,25,9,6,465,1933,865,1068,1.0,25.464739884393065,13.0,59.47752808988764,74.2565543071161,14.779026217228465,193.0,610,236,17,1,0,1,0,0,0,254,120,534,279,97,23,5,4,6,0,410,1889,811,1078,38.0,77.05425400739827,53.0,113.71892393320965,127.7987012987013,14.079777365491651,154.0,0,159,481,156,12,1,1,1,0,283,0,6,164,559,271,55,7,15,1,447,1
01_TUMOR/tumor (60).tif,1924,834,1090,16.0,79.46882494004797,33.0,122.17155963302753,135.20366972477063,13.03211009174312,170.0,53,310,197,139,60,27,23,25,0,296,0,99,222,328,162,126,42,92,19,438,2370,1047,1323,0.0,17.281757402101242,6.0,42.90400604686319,51.44520030234316,8.54119425547997,202.0,929,95,8,5,1,3,2,4,0,173,643,490,90,19,12,7,18,44,0,331,2092,916,1176,18.0,54.9792576419214,29.0,83.67261904761905,93.18197278911565,9.509353741496598,178.0,80,575,194,39,10,5,4,9,0,228,1,288,599,163,33,17,17,58,0,352,1
01_TUMOR/tumor (600).tif,1705,730,975,21.0,70.58219178082192,39.0,125.20102564102564,142.96923076923076,17.76820512820513,141.0,26,322,195,134,42,10,1,0,0,346,0,29,103,308,324,162,40,8,1,448,1843,822,1021,1.0,31.97931873479319,13.0,70.50342801175319,85.71498530852105,15.211557296767875,142.0,453,313,47,8,1,0,0,0,0,280,45,344,442,141,33,13,3,0,0,419,1946,848,1098,32.0,84.79716981132076,61.0,124.11111111111111,137.61293260473587,13.501821493624773,124.0,0,106,413,282,39,8,0,0,0,325,0,0,72,439,444,117,23,3,0,445,1
01_TUMOR/tumor (601).tif,1697,741,956,21.0,91.4251012145749,39.0,141.64435146443515,155.2573221757322,13.612970711297072,145.0,9,192,268,157,41,10,10,45,9,287,0,3,104,326,243,83,22,35,140,383,2036,923,1113,0.0,25.94041170097508,10.0,56.74842767295598,65.45193171608265,8.703504043126685,194.0,764,120,5,3,5,1,0,25,0,179,335,578,69,20,5,7,2,97,0,281,1879,826,1053,19.0,64.31234866828088,40.0,104.21652421652422,113.7340930674264,9.517568850902185,152.0,16,465,285,21,3,6,2,28,0,209,0,58,598,188,43,16,16,128,6,313,1
01_TUMOR/tumor (602).tif,1769,775,994,14.0,62.73935483870968,27.0,108.83601609657947,122.17505030181087,13.339034205231389,150.0,77,376,155,127,32,5,3,0,0,260,1,111,267,262,203,79,43,28,0,404,2363,1074,1289,0.0,13.777467411545624,6.0,35.074476338246704,43.4266873545384,8.3522110162917,182.0,980,87,2,2,2,1,0,0,0,160,690,471,62,46,9,7,4,0,0,313,2010,901,1109,15.0,48.22086570477248,30.0,76.62398557258791,86.52209197475203,9.898106402164112,149.0,143,561,173,10,8,6,0,0,0,192,1,330,539,142,63,24,7,3,0,341,1
01_TUMOR/tumor (603).tif,1747,751,996,26.0,107.12250332889481,35.0,163.11144578313252,177.6024096385542,14.490963855421686,132.0,6,115,223,201,79,43,22,53,9,308,0,10,41,169,268,178,91,83,156,409,1955,870,1085,0.0,33.264367816091955,10.0,78.8,90.31981566820276,11.519815668202765,203.0,602,201,20,11,4,2,1,29,0,219,154,497,190,49,23,18,13,139,2,327,1868,825,1043,19.0,75.99636363636364,36.0,120.4477468839885,132.13614573346118,11.688398849472675,160.0,14,328,336,71,22,9,5,40,0,246,0,43,339,314,119,45,30,150,3,338,1
01_TUMOR/tumor (604).tif,1355,608,747,28.0,78.28125,50.0,114.27041499330656,125.42838018741634,11.157965194109773,143.0,7,191,227,125,41,15,2,0,0,218,0,11,189,260,183,75,25,3,1,258,1727,773,954,2.0,25.653298835705044,10.0,45.916142557651995,53.494758909853246,7.578616352201258,142.0,565,185,12,10,1,0,0,0,0,153,252,520,126,34,20,1,1,0,0,214,1597,714,883,36.0,73.75490196078431,56.0,97.920724801812,105.94224235560588,8.021517553793885,111.0,0,177,432,87,14,4,0,0,0,177,0,4,407,331,98,40,2,1,0,226,1
01_TUMOR/tumor (605).tif,1166,569,597,19.0,56.45342706502636,40.0,84.72026800670017,96.02010050251256,11.299832495812396,183.0,27,387,108,21,10,10,4,2,0,128,0,119,319,80,32,34,11,0,2,205,1702,804,898,0.0,11.937810945273633,5.0,22.783964365256125,28.11358574610245,5.3296213808463255,141.0,767,32,3,1,0,0,0,1,0,47,782,89,20,6,0,0,0,1,0,132,1300,615,685,19.0,44.63739837398374,31.0,61.85255474452555,68.74014598540145,6.887591240875913,144.0,49,508,43,12,2,0,0,1,0,74,0,428,189,48,16,1,1,2,0,150,1
01_TUMOR/tumor (606).tif,1736,738,998,18.0,111.07452574525745,45.0,154.4248496993988,166.36372745490982,11.938877755511022,132.0,7,184,146,111,106,68,39,76,1,284,0,18,131,176,198,146,83,192,54,394,1881,827,1054,0.0,46.221281741233376,15.0,81.45825426944971,90.19165085388994,8.733396584440227,97.0,445,205,71,35,18,9,18,26,0,224,176,419,166,77,23,30,48,115,0,313,1889,821,1068,30.0,92.94640682095006,47.0,128.24906367041197,136.92322097378278,8.674157303370787,83.0,1,245,260,136,65,44,23,47,0,248,0,22,331,285,127,58,63,181,1,342,1
01_TUMOR/tumor (607).tif,1068,509,559,23.0,67.61296660117878,36.0,109.7871198568873,121.3076923076923,11.520572450805009,182.0,20,302,92,34,22,24,9,5,1,126,0,68,208,102,52,50,43,29,7,188,1523,716,807,4.0,19.45810055865922,12.0,38.319702602230485,44.90086741016109,6.581164807930607,194.0,635,50,22,7,2,0,0,0,0,49,503,180,55,35,21,9,3,1,0,121,1179,543,636,14.0,52.92449355432781,31.0,80.7248427672956,88.54088050314465,7.816037735849057,171.0,46,374,68,28,19,8,0,0,0,77,0,271,189,64,55,40,10,7,0,138,1
01_TUMOR/tumor (608).tif,1462,686,776,22.0,89.72886297376094,30.0,138.17654639175257,148.61082474226805,10.434278350515465,180.0,23,381,104,21,13,11,6,126,1,175,1,78,259,118,28,8,13,204,67,248,1850,836,1014,0.0,35.07416267942584,9.0,66.92603550295858,72.47140039447731,5.545364891518737,220.0,716,19,3,5,0,4,5,84,0,75,681,94,7,2,5,4,14,207,0,135,1531,687,844,17.0,70.4061135371179,23.0,105.60781990521328,112.55568720379146,6.947867298578199,200.0,67,474,22,6,5,7,10,96,0,92,1,427,154,10,2,11,7,232,0,175,1
01_TUMOR/tumor (609).tif,1735,738,997,25.0,91.46883468834689,34.0,134.7863590772317,148.03309929789367,13.246740220661986,127.0,7,149,203,255,97,11,10,6,0,304,0,7,98,238,391,147,76,37,3,399,2248,986,1262,0.0,25.375253549695742,9.0,46.63153724247227,54.847860538827256,8.216323296354991,130.0,722,244,15,1,2,1,0,1,0,203,255,800,145,40,8,1,5,8,0,320,2179,960,1219,27.0,62.135416666666664,35.0,87.39786710418376,96.28383921246923,8.88597210828548,131.0,2,536,371,36,5,2,4,4,0,258,0,96,721,297,62,24,8,11,0,355,1
01_TUMOR/tumor (61).tif,2198,938,1260,17.0,90.78784648187633,32.0,140.3063492063492,152.93333333333334,12.626984126984127,119.0,18,210,279,233,131,44,9,14,0,396,0,32,101,325,353,222,118,87,22,513,2265,954,1311,7.0,57.907756813417194,19.0,99.48512585812357,111.0465293668955,11.56140350877193,133.0,184,391,272,65,22,6,6,8,0,380,19,151,453,383,170,60,37,38,0,495,2405,1008,1397,41.0,110.00694444444444,61.0,150.29133858267716,161.53400143163924,11.24266284896206,99.0,0,35,216,425,253,54,12,13,0,422,0,0,31,166,603,367,142,81,7,553,1
01_TUMOR/tumor (610).tif,1859,816,1043,27.0,81.17647058823529,34.0,124.2320230105465,137.6711409395973,13.439117929050814,157.0,8,347,233,103,59,12,7,47,0,288,0,36,233,304,241,99,26,99,5,418,2179,970,1209,1.0,27.32680412371134,12.0,54.42679900744417,63.913978494623656,9.487179487179487,193.0,739,182,19,2,0,7,2,19,0,204,294,671,140,21,8,3,6,66,0,354,2016,925,1091,27.0,66.10378378378378,39.0,96.95600366636114,107.69569202566453,10.739688359303392,160.0,7,503,333,40,6,4,5,27,0,248,0,60,572,308,63,13,10,64,1,373,1
01_TUMOR/tumor (611).tif,1977,866,1111,16.0,72.20207852193995,38.0,117.4923492349235,131.1080108010801,13.615661566156616,155.0,27,344,277,144,56,16,2,0,0,346,0,24,237,375,296,112,56,9,2,474,2050,889,1161,8.0,47.407199100112486,17.0,84.27045650301464,96.08613264427218,11.815676141257537,172.0,218,448,178,40,5,0,0,0,0,298,10,221,508,303,73,38,4,4,0,454,2161,935,1226,40.0,101.4,53.0,138.09543230016314,149.46084828711255,11.36541598694943,126.0,0,32,284,414,178,27,0,0,0,357,0,1,16,285,593,251,64,16,0,486,1
01_TUMOR/tumor (612).tif,1680,745,935,27.0,100.68590604026846,47.0,137.4096256684492,149.09304812834225,11.683422459893048,147.0,1,171,208,176,70,50,18,51,0,249,0,11,149,311,179,93,44,117,31,371,2115,966,1149,4.0,36.112836438923395,16.0,57.30548302872063,64.53002610966057,7.224543080939948,191.0,657,210,38,17,4,8,12,20,0,150,252,655,103,28,14,5,18,74,0,278,1987,905,1082,30.0,71.02099447513812,48.0,97.04805914972273,104.8724584103512,7.824399260628466,161.0,3,519,237,67,25,12,14,28,0,177,0,102,637,145,45,32,23,98,0,299,1
01_TUMOR/tumor (613).tif,2107,911,1196,16.0,76.64983534577388,35.0,119.72324414715719,133.44397993311037,13.720735785953178,146.0,78,314,253,175,30,14,4,43,0,354,0,82,275,385,224,62,33,127,8,501,2289,1018,1271,1.0,32.87328094302554,10.0,69.37608182533438,80.96066089693154,11.584579071597167,189.0,645,289,35,13,4,1,11,20,0,272,207,622,219,57,17,21,11,117,0,430,2219,978,1241,28.0,84.61554192229039,49.0,120.11281224818694,131.91861402095086,11.8058017727639,153.0,1,253,424,200,36,13,9,42,0,305,0,25,299,504,194,51,37,131,0,457,1
01_TUMOR/tumor (614).tif,1131,520,611,15.0,81.32115384615385,43.0,132.3813420621931,146.82324058919804,14.44189852700491,129.0,24,192,129,83,56,12,12,12,0,203,0,10,137,148,111,95,56,31,23,238,1328,611,717,3.0,30.111292962356792,11.0,61.16039051603905,71.09902370990237,9.93863319386332,186.0,417,145,30,8,5,0,0,6,0,132,141,323,134,54,27,9,6,23,0,197,1238,564,674,19.0,73.47695035460993,50.0,108.60979228486647,119.01186943620178,10.40207715133531,140.0,5,240,188,91,23,7,2,8,0,163,0,9,255,228,97,42,12,30,1,211,1
01_TUMOR/tumor (615).tif,2102,906,1196,15.0,75.91942604856513,37.0,123.29180602006689,137.7232441471572,14.431438127090301,137.0,33,345,237,179,102,6,2,2,0,378,0,33,235,306,344,194,51,22,11,523,2275,988,1287,7.0,46.51923076923077,19.0,83.5920745920746,96.0986790986791,12.506604506604507,150.0,310,397,236,40,2,1,0,2,0,314,23,302,483,359,61,31,14,14,0,504,2369,1023,1346,39.0,100.18963831867057,64.0,137.47622585438336,149.86032689450224,12.384101040118871,118.0,0,35,375,384,207,14,4,4,0,370,0,0,40,352,569,291,67,27,0,559,1
01_TUMOR/tumor (616).tif,2006,863,1143,26.0,87.82387022016222,50.0,136.10498687664042,150.80664916885388,14.701662292213474,142.0,5,362,235,99,40,17,30,75,0,366,0,17,255,302,231,90,39,152,57,491,2337,1036,1301,0.0,33.907335907335906,11.0,65.5803228285934,75.29515757109915,9.714834742505765,147.0,807,137,20,3,6,8,11,44,0,232,349,609,147,21,14,6,3,152,0,382,2179,931,1248,23.0,75.36519871106337,44.0,109.64823717948718,119.88301282051282,10.23477564102564,110.0,3,481,293,58,10,11,19,56,0,285,0,49,567,353,70,27,12,170,0,415,1
01_TUMOR/tumor (617).tif,2106,924,1182,17.0,68.1547619047619,28.0,101.93147208121827,114.67005076142132,12.738578680203046,132.0,12,397,362,135,18,0,0,0,0,353,2,33,387,504,217,33,4,2,0,493,2507,1108,1399,0.0,20.47653429602888,7.0,40.959971408148675,50.27162258756255,9.311651179413866,119.0,930,176,2,0,0,0,0,0,0,247,366,916,96,17,4,0,0,0,0,452,2335,1023,1312,23.0,66.05474095796677,55.0,90.5030487804878,100.60899390243902,10.105945121951219,109.0,2,371,606,41,2,1,0,0,0,307,0,15,698,540,47,9,3,0,0,476,1
01_TUMOR/tumor (618).tif,1799,789,1010,17.0,66.43599493029151,50.0,97.77920792079208,107.75346534653465,9.974257425742575,143.0,10,354,315,90,17,3,0,0,0,232,0,31,442,331,164,39,2,1,0,332,2031,882,1149,7.0,28.74716553287982,20.0,50.174934725848566,58.20365535248042,8.028720626631854,136.0,565,297,18,2,0,0,0,0,0,195,126,752,221,42,8,0,0,0,0,288,1941,841,1100,38.0,78.9013079667063,70.0,103.55636363636364,111.97727272727273,8.420909090909092,114.0,0,61,606,167,5,2,0,0,0,207,0,0,301,611,157,31,0,0,0,303,1
01_TUMOR/tumor (619).tif,1676,724,952,25.0,78.0303867403315,41.0,113.2594537815126,124.1470588235294,10.887605042016807,114.0,5,254,226,171,55,10,3,0,0,254,0,17,253,346,196,103,30,6,1,355,2025,901,1124,0.0,23.988901220865706,12.0,44.83540925266904,52.52135231316726,7.685943060498221,150.0,682,189,23,4,3,0,0,0,0,200,273,669,134,24,17,6,1,0,0,272,1901,847,1054,38.0,72.3624557260921,50.0,97.97343453510436,106.28178368121442,8.308349146110057,116.0,0,234,498,101,12,2,0,0,0,222,0,14,462,424,114,28,12,0,0,309,1
01_TUMOR/tumor (62).tif,1970,840,1130,23.0,87.11190476190477,43.0,130.33274336283185,142.20530973451326,11.872566371681415,99.0,13,275,224,185,56,44,14,29,0,321,0,23,230,367,195,88,87,139,1,400,2032,900,1132,0.0,41.053333333333335,16.0,78.71378091872792,88.95759717314488,10.243816254416961,96.0,468,310,37,33,29,3,5,15,0,251,49,628,189,51,41,50,46,78,0,381,2125,915,1210,42.0,95.3136612021858,62.0,130.5702479338843,140.1793388429752,9.60909090909091,86.0,0,95,441,222,56,57,21,23,0,307,0,0,158,564,183,76,94,135,0,391,1
01_TUMOR/tumor (620).tif,1679,743,936,20.0,82.28936742934052,47.0,118.6068376068376,129.18589743589743,10.57905982905983,162.0,5,215,245,196,49,26,7,0,0,275,0,19,220,302,233,88,55,17,2,314,2026,904,1122,1.0,26.734513274336283,10.0,49.11140819964349,56.876114081996434,7.764705882352941,160.0,622,232,34,13,3,0,0,0,0,193,273,626,121,47,42,8,5,0,0,261,1898,850,1048,29.0,74.66941176470588,51.0,100.03339694656489,108.24809160305344,8.21469465648855,144.0,3,211,497,96,34,9,0,0,0,224,0,14,476,355,119,72,9,3,0,276,1
01_TUMOR/tumor (621).tif,1896,828,1068,16.0,82.27415458937197,35.0,126.68352059925094,142.18726591760299,15.50374531835206,113.0,18,216,278,244,44,13,6,9,0,351,0,9,112,354,407,111,41,25,9,487,2157,958,1199,2.0,30.654488517745303,11.0,57.58798999165972,68.75562969140951,11.167639699749792,106.0,582,330,23,9,8,0,0,6,0,271,95,739,259,55,22,7,12,10,0,429,2074,900,1174,31.0,75.16777777777777,42.0,107.13202725724021,118.78875638841568,11.656729131175469,92.0,0,218,530,109,28,10,0,5,0,299,0,6,346,571,160,48,19,24,0,457,1
01_TUMOR/tumor (622).tif,1686,745,941,18.0,64.68590604026846,34.0,111.56641870350691,126.50371944739639,14.937300743889478,138.0,66,374,140,93,53,18,1,0,0,316,0,86,268,248,152,93,78,16,0,415,2036,919,1117,0.0,21.273122959738846,10.0,47.62757385854969,57.85496866606983,10.227394807520144,152.0,757,109,38,14,1,0,0,0,0,209,400,476,102,77,45,11,3,3,0,351,1836,803,1033,25.0,63.67621419676214,40.0,96.36592449177154,107.40174249757986,11.035818005808325,123.0,11,432,255,69,33,3,0,0,0,235,0,94,502,213,109,91,19,5,0,364,1
01_TUMOR/tumor (623).tif,1827,767,1060,20.0,77.35723598435463,30.0,132.53396226415094,146.83584905660376,14.30188679245283,148.0,42,268,217,147,58,15,3,17,0,304,1,49,159,249,305,130,48,64,55,463,2266,1012,1254,0.0,19.729249011857707,7.0,50.29665071770335,59.866826156299844,9.570175438596491,201.0,847,141,11,3,0,1,2,7,0,211,435,587,112,31,8,12,14,55,0,335,2064,888,1176,14.0,56.700450450450454,30.0,92.12414965986395,102.40136054421768,10.27721088435374,160.0,60,528,241,40,6,0,6,7,0,217,1,189,587,224,65,16,23,71,0,398,1
01_TUMOR/tumor (624).tif,2072,915,1157,23.0,69.06557377049181,38.0,110.71305099394986,127.06395851339671,16.350907519446846,168.0,10,407,310,148,38,2,0,0,0,374,0,32,283,449,282,84,23,3,1,523,2265,995,1270,9.0,42.29145728643216,21.0,76.9015748031496,91.04724409448819,14.145669291338583,191.0,316,511,146,22,0,0,0,0,0,353,12,382,549,235,70,15,5,2,0,536,2342,1031,1311,49.0,97.65858389912707,72.0,133.32951945080092,146.720823798627,13.391304347826088,144.0,0,17,425,429,145,13,2,0,0,382,0,0,23,387,618,227,44,11,1,555,1
01_TUMOR/tumor (625).tif,2011,867,1144,19.0,113.45790080738178,38.0,156.21503496503496,168.7666083916084,12.551573426573427,113.0,25,116,100,262,190,119,34,21,0,338,0,12,78,108,333,286,199,121,7,474,2042,888,1154,2.0,47.421171171171174,12.0,83.9159445407279,94.13778162911612,10.221837088388215,106.0,312,351,124,59,26,12,3,1,0,249,81,370,319,176,72,55,37,44,0,374,2145,939,1206,27.0,94.89669861554846,50.0,128.120232172471,138.2537313432836,10.133499170812604,92.0,3,146,355,233,122,50,21,9,0,281,0,6,180,428,301,132,95,64,0,421,1
01_TUMOR/tumor (63).tif,1648,707,941,13.0,103.66195190947666,32.0,154.58342189160467,166.26992561105206,11.686503719447396,132.0,29,198,149,129,31,45,46,79,1,243,0,33,117,212,156,49,82,269,23,342,1850,828,1022,1.0,44.83816425120773,7.0,82.16731898238747,90.24168297455968,8.074363992172211,143.0,564,119,27,23,15,16,21,43,0,159,213,464,49,29,38,31,52,146,0,253,1789,780,1009,26.0,85.6974358974359,42.0,125.52923686818632,134.2061446977205,8.676907829534192,103.0,4,337,242,43,32,29,38,55,0,201,0,51,420,157,36,66,79,200,0,287,1
01_TUMOR/tumor (64).tif,2161,935,1226,18.0,73.1860962566845,37.0,115.71533442088091,130.12071778140293,14.405383360522023,137.0,55,370,288,161,15,1,5,40,0,368,0,42,286,520,211,52,12,100,3,541,2378,1063,1315,0.0,30.28692380056444,10.0,62.36273764258555,74.39011406844106,12.027376425855513,182.0,709,309,12,3,0,1,6,23,0,296,115,812,245,47,10,6,6,74,0,466,2272,991,1281,28.0,80.50151362260343,43.0,115.82591725214677,128.19750195160032,12.371584699453551,151.0,1,210,548,185,13,1,7,26,0,336,0,11,182,734,224,35,9,86,0,502,1
01_TUMOR/tumor (65).tif,1832,814,1018,20.0,75.99017199017199,48.0,126.91257367387034,145.7730844793713,18.860510805500983,143.0,17,285,287,137,69,14,5,0,0,366,0,15,139,311,311,168,49,17,8,511,2169,998,1171,2.0,24.113226452905813,13.0,53.29461998292058,66.82408198121264,13.529461998292058,176.0,734,237,25,2,0,0,0,0,0,293,193,619,276,54,14,7,7,1,0,445,2042,921,1121,29.0,66.66666666666667,49.0,101.28545941123997,114.99821587867974,13.712756467439785,141.0,2,384,439,84,12,0,0,0,0,321,0,21,388,494,175,25,12,6,0,455,1
01_TUMOR/tumor (66).tif,1319,587,732,20.0,85.61158432708689,43.0,130.71311475409837,144.18169398907105,13.468579234972678,136.0,24,196,126,123,70,32,10,6,0,230,0,21,137,151,198,124,60,33,8,285,1503,689,814,0.0,34.59071117561684,12.0,63.52948402948403,73.13513513513513,9.605651105651106,178.0,399,203,47,22,8,5,3,2,0,168,131,388,143,76,29,15,24,8,0,230,1467,658,809,29.0,80.63525835866261,48.0,112.12484548825711,121.63411619283066,9.509270704573547,138.0,2,206,267,104,49,18,10,2,0,200,0,13,235,314,117,78,33,19,0,242,1
01_TUMOR/tumor (67).tif,977,422,555,21.0,131.99763033175356,41.0,183.6846846846847,190.5063063063063,6.821621621621621,125.0,18,134,30,20,17,40,29,134,0,114,0,62,45,20,29,42,28,270,59,106,1031,475,556,0.0,70.44631578947369,8.0,119.50719424460432,124.57374100719424,5.066546762589928,134.0,283,34,23,8,7,8,4,108,0,50,196,42,41,15,4,16,12,230,0,53,942,415,527,17.0,105.34698795180722,31.0,157.96584440227704,163.31878557874762,5.352941176470588,113.0,93,101,31,34,19,14,10,113,0,59,0,120,28,40,31,13,30,265,0,67,1
